id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19253771,Luxurious design studio in city center w/ skyline,29102713,Bo,,Norrmalms,59.33677,18.06842,Entire home/apt,1100.0,60,22,2025-07-29,0.22,1,238,3,
19361013,Casa Mia - Oas vid Mariatorget och Tantolunden,17561531,Mia,,Södermalms,59.31591,18.05332,Entire home/apt,1758.0,7,23,2025-07-23,0.23,1,21,3,
19494328,Cosy guesthouse,136209558,Kai,,Hässelby-Vällingby,59.3813,17.81733,Entire home/apt,837.0,2,142,2025-09-24,1.53,1,335,12,
19501386,Sjönära boende nära Stockholm city,136930925,Susanne,,Skarpnäcks,59.24581,18.13705,Entire home/apt,450.0,7,2,2023-08-06,0.02,1,83,0,
19583721,Ideally placed apartment in the heart of Södermalm,137648124,Anders,,Södermalms,59.3145,18.07511,Entire home/apt,1974.0,3,25,2025-08-26,0.25,1,237,8,
19591550,Radhuset,137719159,Evelina,,Enskede-Årsta-Vantörs,59.26561,18.02876,Entire home/apt,1937.0,3,7,2025-09-25,0.46,1,205,5,
19595488,Ljust trevligt rum på Kungsholmen,127066820,Caroline,,Kungsholmens,59.32787,18.01241,Private room,900.0,2,54,2025-09-07,1.34,1,270,14,
19776861,Close to inner city. Big kitchen and nice view.,70942841,Andreas,,Bromma,59.33372884003331,17.947358125160857,Entire home/apt,786.0,5,176,2025-09-21,1.78,9,225,19,
19794040,Cosy appartment close to city centre,17168257,Funda,,Södermalms,59.3059,18.10608,Entire home/apt,1563.0,4,29,2025-09-22,0.29,1,6,5,
19798597,Home sweet home,109595810,Vasile,,Kungsholmens,59.33421,18.02752,Entire home/apt,800.0,5,11,2025-09-07,0.12,1,356,2,
19940048,DÈLICE Old Town,98254434,Robert O Yasmin,,Södermalms,59.32567,18.07516,Entire home/apt,1805.0,2,419,2025-09-09,4.31,5,283,54,
19975953,ETAGE Old Town,98254434,Robert O Yasmin,,Södermalms,59.32466,18.07407,Entire home/apt,1792.0,2,300,2025-08-22,3.09,5,281,31,
20032763,SOFO studio (20m from subway),56885529,Christoffer,,Södermalms,59.30862,18.07431,Entire home/apt,1607.0,2,21,2024-05-19,0.21,1,173,0,
20039225,Fluffy Dog+Lux Apt Very Central(ROOM TWO),1293314,Tommy,,Kungsholmens,59.33312,18.04513,Private room,597.0,2,564,2025-08-28,5.81,2,343,42,
20083733,Årsta Stockholm,142778332,Rubén Roberto,,Enskede-Årsta-Vantörs,59.29466,18.04665,Private room,813.0,1,32,2025-08-24,0.32,1,364,3,
20156417,Rum i  Älvsjö,99256461,Jenny,,Älvsjö,59.27343,17.99547,Private room,990.0,2,22,2025-08-17,0.9,1,27,14,
20302404,Newly built luxury house near Stockholm City,42609885,John,,Älvsjö,59.2742,17.96448,Entire home/apt,4000.0,3,0,,,1,263,0,
20328167,Central Stockholm and Free Airport Pick-Up,80834734,Sophia,,Östermalms,59.34636,18.09626,Entire home/apt,2375.0,2,340,2025-08-07,3.44,1,82,9,
20359206,Conveniently close to city guestroom,145217681,Johan,,Kungsholmens,59.33543,18.03371,Private room,436.0,2,413,2025-09-10,4.18,1,237,43,
20399072,500 year old house next to Royal Palace,1027549,William,,Södermalms,59.32475,18.06888,Entire home/apt,2471.0,1,459,2025-09-28,4.72,22,335,64,
20436840,Exclusive apt 100sqm at great location in Vasastan,9288710,Gustaf,,Norrmalms,59.3426,18.06035,Entire home/apt,5000.0,6,44,2024-05-20,0.45,1,358,0,
20462705,"Cosy 2 room apartment, with a balcony & sea-view!",14040373,Isabel,,Södermalms,59.316017150878906,18.02981376647949,Entire home/apt,1203.0,3,33,2025-09-18,0.33,1,327,3,
20531912,"3 room apartment. Green area, close to inner city.",70942841,Andreas,,Bromma,59.33391,17.94692,Entire home/apt,1000.0,5,272,2025-09-19,2.77,9,199,31,
20533411,Green area with a nice view. Balcony.,70942841,Andreas,,Bromma,59.3314721608588,17.947985900458647,Entire home/apt,743.0,5,188,2025-09-02,1.91,9,236,20,
20603869,"Beatyful boutique, best location, Stockholm",33642547,Christina,,Östermalms,59.33992,18.09673,Entire home/apt,1583.0,5,71,2025-09-23,0.72,1,285,10,
20946954,Bright studio in Södermalm,150625296,Maryam,,Södermalms,59.31091,18.05576,Entire home/apt,758.0,1,15,2025-08-13,3.26,1,0,15,
21221399,Close to the City; Avici/3 Arenas; Parking,134057704,Anders,,Enskede-Årsta-Vantörs,59.28462,18.08192,Entire home/apt,1300.0,2,128,2025-06-29,1.32,1,58,6,
21393711,"Wevio Stockholm Garden home | King Bed, Sleeps 4",20810499,Anupam,,Rinkeby-Tensta,59.41336,17.90313,Entire home/apt,1311.0,1,34,2025-09-02,0.37,2,305,1,
21439482,Revamped Apartment in 400 Year-Old Building,8547277,Thomas Edward,,Södermalms,59.32497,18.07437,Entire home/apt,1842.0,2,261,2025-09-17,2.71,9,203,9,
21453589,Central 4-bed studio,91705445,Malin,,Norrmalms,59.34244,18.03955,Private room,922.0,2,126,2025-08-27,1.32,1,12,4,
21479041,"1-2 personer: Lugnt boende, närhet till city",156002899,Olof,,Kungsholmens,59.32019,17.98117,Entire home/apt,954.0,3,2,2025-05-19,0.15,1,72,1,
21496275,Room available in Stockholm preferably long term,156166816,Ghazzal,,Spånga-Tensta,59.3893,17.90042,Private room,382.0,1,21,2025-08-15,0.29,2,271,9,
21558220,"Stockholm, charming studio, garden-close to a lake",7136111,Susanne,,Älvsjö,59.276508,17.987471,Entire home/apt,578.0,3,4,2023-09-30,0.04,3,144,0,
21662894,solberga house for rent,35207118,Sabrina,,Älvsjö,59.28758,18.01059,Private room,350.0,72,0,,,2,90,0,
21752432,Central and next to the metro station,99505618,Charlotte,,Kungsholmens,59.3325,18.0165,Entire home/apt,1235.0,3,89,2025-08-06,0.93,1,3,6,
21758764,Stay stylish.,158524145,Nils,,Kungsholmens,59.33103,18.01663,Entire home/apt,1200.0,1,165,2025-09-06,1.75,1,209,21,
21793613,Top Location Apartment,158816263,Kerstin,,Södermalms,59.32338,18.0716,Entire home/apt,1808.0,1,638,2025-09-11,6.71,2,331,76,
21813239,Charming central apartment,1419294,A And K,,Norrmalms,59.34569,18.06121,Entire home/apt,1800.0,14,12,2023-08-26,0.13,1,271,0,
21820648,Spacious & modern apartment,21121377,Sara,,Skarpnäcks,59.2941,18.0988,Entire home/apt,2653.0,2,24,2025-08-09,0.25,1,32,9,
21851676,Room Ni in a house full of students,906001,Mariam,,Spånga-Tensta,59.39157,17.91708,Private room,200.0,120,10,2024-02-25,0.16,9,365,0,
21918665,Close to the Royal Palace,38680227,Aura And Diaco,,Södermalms,59.32569,18.06821,Entire home/apt,1401.0,2,577,2025-09-18,6.06,1,149,61,
21935654,Scandinavian flat w. balcony in prominent area,51002540,Fredrik,,Östermalms,59.3459053,18.09729385,Entire home/apt,654.0,3,358,2025-09-20,3.76,17,266,50,
21999811,"Corner flat: lake view, roof terrace, 2 balconies",50920490,Fredrik,,Kungsholmens,59.33765,18.02709,Entire home/apt,750.0,120,0,,,1,184,0,
22134471,Modern villa just outside Stockholm City,148262844,Jonas,,Älvsjö,59.28045,17.97984,Entire home/apt,2150.0,2,77,2025-09-19,0.82,1,178,22,
22143085,Lovley flat in AAA location,161543959,Niklas,,Södermalms,59.32204,18.07307,Entire home/apt,2968.0,2,412,2025-09-14,4.4,2,278,61,
22180937,Cosy flat close to nature and town,10517603,Caroline,,Skarpnäcks,59.29314,18.11111,Private room,650.0,1,154,2025-09-21,1.66,1,250,16,
22199829,Two room apartment. Close to inner city. Balcony!,70942841,Andreas,,Bromma,59.33228,17.9477,Entire home/apt,672.0,5,182,2025-09-28,1.95,9,240,18,
22234632,"Stylish attic, 400 year old house in Old Town",1027549,William,,Södermalms,59.32457,18.06853,Entire home/apt,1928.0,1,420,2025-09-26,4.5,22,318,58,
22303112,Basement apartment with own garden close to subway,27764797,Dennis,,Hässelby-Vällingby,59.35707,17.88943,Entire home/apt,945.0,5,90,2025-08-23,0.98,1,240,11,
22389220,Cosy and modern Annex in Stockholm,4455221,Janu,,Enskede-Årsta-Vantörs,59.2701,18.06202,Entire home/apt,905.0,2,100,2025-08-31,1.08,2,278,4,
22420988,Private room in  B cozy house,164172738,Hamid,,Skärholmens,59.28962,17.91682,Private room,366.0,2,67,2025-09-24,0.72,2,84,8,
22580425,Two room apartment close to inner city. Balcony!,70942841,Andreas,,Bromma,59.33307017491142,17.945990399711654,Entire home/apt,700.0,5,156,2025-09-11,1.67,9,231,9,
22593473,"New studio in top location in Bromma, Stockholm",76069814,Staffan Samuel,,Bromma,59.32383,17.97771,Entire home/apt,465.0,2,98,2025-09-22,1.05,1,57,15,
22662967,Large family apartment in charming Södermalm,6692686,Lotta,,Södermalms,59.31721,18.04962,Entire home/apt,2212.0,4,11,2025-08-08,0.12,1,149,2,
22759927,Nice as New independant  studio in Stockholm,168109989,Jean Philippe,,Rinkeby-Tensta,59.40088,17.94414,Entire home/apt,424.0,30,73,2025-09-02,0.79,1,59,6,
22800674,Studio Apartment Delight,31783855,Residence,,Södermalms,59.32423,18.07437,Entire home/apt,1980.0,2,69,2025-09-04,0.75,8,291,8,
22898027,"Rooftop two floors apt., 10 min from Old town",14567667,Joakim,,Hägersten-Liljeholmens,59.30114,18.00487,Entire home/apt,2300.0,3,48,2025-07-18,0.53,1,16,3,
23003949,Nature & Big Centrum same time,17078262,Ayaz,,Skärholmens,59.28204,17.8961,Private room,318.0,2,1,2022-12-21,0.03,1,363,0,
23086418,Cozy Nice Room With Nice Wiew,78787853,Marcus,,Farsta,59.23962,18.10708,Private room,395.0,2,116,2025-09-19,1.26,1,2,20,
23116364,Beautiful apartment in the heart of Stockholm,37598278,Olena,,Östermalms,59.3329,18.08539,Entire home/apt,1150.0,7,0,,,1,0,0,
23187945,Awesome Flat in Central SOFO,99316408,Kristofer,,Södermalms,59.31425,18.0763,Entire home/apt,1028.0,2,220,2025-09-14,2.37,1,0,71,
23205793,Vita Huset,63051888,Stefanie,,Bromma,59.33682,17.90194,Entire home/apt,990.0,3,3,2025-08-29,0.06,1,284,2,
23225361,Magnifik utsikt över Mälaren Gröndal/Ekensberg,133331726,Linda,,Hägersten-Liljeholmens,59.31679829999999,17.9976308,Entire home/apt,3500.0,2,12,2025-08-06,0.42,1,156,3,
23271374,Cozy 2 bedroom minutes from the city.,6701243,Andrew,,Hägersten-Liljeholmens,59.29155,17.98374,Private room,377.0,2,10,2024-11-25,0.13,1,175,1,
23279126,Comfortable Apartment with Historic Vibe,31783855,Residence,,Södermalms,59.32351,18.07421,Entire home/apt,3420.0,2,68,2025-09-15,0.75,8,275,6,
23406122,Longstay rental in the heart of Stockholm,116044429,Guven,,Norrmalms,59.33765,18.05333,Private room,595.0,1,50,2024-03-30,0.54,10,0,0,
23604449,"Upscale cityvilla with pool, gym and sauna",57723940,Carl,,Enskede-Årsta-Vantörs,59.29313,18.06947,Entire home/apt,6175.0,5,40,2025-07-25,0.45,1,79,4,
23658288,Bright Apartment  20 Min to Stockholm City,31845929,Solar,,Hässelby-Vällingby,59.35433,17.87366,Entire home/apt,1548.0,3,10,2025-08-13,0.13,1,87,1,
23739852,Time Travel To The Past- Historical Apt for 4ppl,176962494,Jättna Fastighets AB,,Södermalms,59.32541,18.06836,Entire home/apt,971.0,1,474,2025-09-03,5.21,2,70,64,
23763456,Old Town Great Apartment,158816263,Kerstin,,Södermalms,59.32306,18.07293,Entire home/apt,1163.0,2,483,2025-09-14,5.34,2,351,64,
23776209,"Cozy house in Svedmyra, Stockholm",61545373,Sara,,Farsta,59.27509,18.07255,Entire home/apt,1929.0,2,21,2025-08-17,0.23,1,10,6,
23776400,The Lovely Chain House,2551461,Elin,,Skarpnäcks,59.27645,18.1145,Entire home/apt,2000.0,3,20,2024-07-29,0.23,1,17,0,
23805153,Modern apartment 20 min from Central (Long Stay),155067333,Sunny,,Skärholmens,59.28735,17.92235,Entire home/apt,545.0,30,14,2025-06-29,0.18,1,343,3,
23854853,"Old Town / Gamla Stan, bästa läget i Stockholm",128075662,Charlotta,,Södermalms,59.32521,18.06989,Entire home/apt,1453.0,2,353,2025-09-19,3.89,4,351,50,
23875622,Rågsved,73463598,Marlena,,Enskede-Årsta-Vantörs,59.25919,18.02751,Private room,446.0,3,187,2025-09-16,2.05,1,364,23,
23876186,Modern apartment in central Stockholm,4132859,Daniel,,Kungsholmens,59.33014,18.0388,Entire home/apt,1089.0,2,114,2025-09-23,1.28,1,47,29,
23952164,"Cosy townhouse, close to nature and City Center",179971133,Lena,,Skarpnäcks,59.27633,18.14577,Entire home/apt,1715.0,5,23,2025-09-21,0.25,1,73,3,
23961999,House with garden - 15 minutes from city centre,9158165,Sara,,Farsta,59.23592,18.09177,Entire home/apt,1530.0,3,11,2025-08-09,0.28,1,90,2,
24022188,Mysigt gästrum i hjärtat av Södermalm,20883550,Arvid,,Södermalms,59.31912,18.07377,Private room,1200.0,2,187,2025-09-26,2.63,1,51,28,
24074855,Charming Penthouse in central Old Town,22876006,Agnes,,Södermalms,59.32411,18.07218,Entire home/apt,2838.0,3,369,2025-09-27,4.18,43,334,56,
24139259,Charming home in best location,69829419,Pooyeh,,Södermalms,59.31782,18.05485,Entire home/apt,1722.0,2,16,2025-08-31,0.63,1,88,9,
24191331,Nice flat in Bromma,8815020,Elisabeth,,Bromma,59.35863,17.89722,Entire home/apt,361.0,4,28,2025-08-24,0.31,1,50,6,
24350824,Nice newly renovated apartment close to inner city,70942841,Andreas,,Bromma,59.33197,17.94766,Entire home/apt,686.0,5,118,2025-09-22,1.34,9,221,13,
24407013,Amazing seafront house with private  dock,26675559,Petra,,Kungsholmens,59.3184,17.98441,Entire home/apt,5000.0,7,10,2025-08-09,0.13,1,49,1,
24409191,One room in a  cozy house,164172738,Hamid,,Skärholmens,59.28973,17.91645,Private room,366.0,2,47,2025-09-23,0.53,2,170,20,
24508346,Perfect place to stay in Stockholm - City & nature,60007768,Karin,,Farsta,59.26305321746834,18.12028540804095,Entire home/apt,3000.0,4,8,2025-08-30,0.11,1,267,3,
24528167,Lovely house in Stockholm,7770537,Tobba,,Hässelby-Vällingby,59.37802,17.84759,Entire home/apt,3000.0,7,6,2023-01-04,0.07,1,179,0,
24541135,Huge apartment (98m²) for rent,136231173,Daniel,,Enskede-Årsta-Vantörs,59.26563,18.00725,Entire home/apt,2200.0,3,43,2025-08-26,0.48,1,89,1,
24650660,Beautiful renovated 6 bed villa 10 min from city,165197398,Threst,,Enskede-Årsta-Vantörs,59.28047,18.06257,Entire home/apt,3600.0,4,41,2025-08-30,0.47,1,71,14,
24706403,Villa Elfsjo,141219258,Ann-Christine Therese,,Älvsjö,59.271660949208965,17.99765031784773,Entire home/apt,1665.0,2,7,2025-09-08,3.04,1,285,7,
24940632,All inclusive stay Stockholm - 30% discount now!,21803582,Camilla-Andrea,,Kungsholmens,59.32783,18.0099,Entire home/apt,2252.0,4,29,2020-04-01,0.32,1,96,0,
24954979,Big cosy room in Odenplan. Close to everything.,75215492,Linda,,Norrmalms,59.33995,18.0484,Private room,942.0,1,17,2025-09-22,0.2,1,172,7,
24965520,Family house 20 min outside Stockholm City,161717454,Vendela,,Bromma,59.34547,17.92099,Entire home/apt,1155.0,5,10,2022-08-21,0.11,1,173,0,
24978414,"Modern, bright attic in 400 year old house",1027549,William,,Södermalms,59.32457,18.06853,Entire home/apt,2972.0,1,350,2025-09-21,4.22,22,351,57,
25048726,Private house from 1911 own garden 10 mins to city,67644452,Kalle,,Enskede-Årsta-Vantörs,59.28541,18.083,Entire home/apt,2835.0,3,20,2025-08-07,0.23,1,28,2,
25049872,Perfect located room in the city,134482159,Miriam,,Södermalms,59.3116,18.07595,Entire home/apt,2700.0,1,0,,,1,365,0,
25144510,Spectacular view: Enjoy our roof terrace,32316559,Johan,,Hägersten-Liljeholmens,59.30072,17.95589,Entire home/apt,2620.0,5,9,2025-08-01,0.1,1,89,3,
25218915,Large private room centrally located by park,4556460,Eva And Per,,Östermalms,59.3426,18.07435,Private room,1150.0,4,7,2025-08-23,0.08,2,57,3,
25258602,"Big house,  pool, spa and close to sea and subway",136895838,Bjorn,,Hässelby-Vällingby,59.36684,17.82358,Entire home/apt,6950.0,6,19,2025-07-17,0.21,1,270,1,
25258678,Central 1920s Studio w Terrace in a Garden Oasis,364956,Stellan,,Södermalms,59.30954,18.06936,Entire home/apt,1029.0,90,28,2025-01-04,0.31,1,260,1,
25269777,Alvsjo familyhouse,40661977,Ingvar,,Älvsjö,59.27182,17.96341,Entire home/apt,2250.0,5,2,2025-07-12,0.71,1,202,2,
25372452,Ett rum uthyres,191568380,Fayruz,,Skarpnäcks,59.2702,18.12758,Private room,380.0,2,170,2025-09-14,1.94,1,109,14,
25401743,"Unique Ecohouse, Stockholm",17836810,Siri,,Skarpnäcks,59.28835,18.12161,Entire home/apt,1980.0,3,5,2025-07-01,0.06,1,14,2,
25422745,The Room!,21605494,Mimmi,,Skarpnäcks,59.28108,18.13105,Private room,338.0,1,88,2025-06-26,1.08,2,254,1,
25544986,Bunk bed in shared room close to Älvsjö exhibit,914316,Ea,,Enskede-Årsta-Vantörs,59.26416,18.02259,Shared room,350.0,1,12,2025-08-31,0.14,3,179,4,
25563800,Dubbelroom i the city of Stockholm,180420455,Anne,,Östermalms,59.34055,18.09151,Private room,1505.0,3,41,2025-08-30,0.47,1,364,1,
25569609,Bright apartment above the park,192857402,Konrad,,Östermalms,59.33884,18.09646,Entire home/apt,1788.0,90,6,2019-03-18,0.07,1,0,0,
25575935,"Flat for 4, at Stockholm's most charming street.",4108391,Caroline,,Norrmalms,59.34119,18.02762,Entire home/apt,2348.0,3,31,2025-07-27,0.35,1,18,2,
25725686,"Söderpärla, nära till vad du behöver!",190645700,Nina,,Södermalms,59.3102,18.06747,Entire home/apt,1900.0,7,16,2025-07-26,0.18,1,30,1,
25751218,1bdrm by the park,2025206,Johanna,,Södermalms,59.3204,18.045,Entire home/apt,1188.0,2,23,2025-09-21,0.27,1,88,15,
25779917,Cozy room close to  Älvsjö fair and Stockholm city,35847610,Marie,,Enskede-Årsta-Vantörs,59.26451,18.02142,Private room,309.0,14,19,2025-08-16,0.34,1,67,2,
25880201,Villa i Älvsjö,194452573,Mattias,,Älvsjö,59.27535,18.00473,Entire home/apt,2752.0,3,24,2025-08-24,0.27,3,343,4,
25963579,Spacious villa in Stockholm - close to nature,57562147,Konráð,,Hässelby-Vällingby,59.37505,17.84759,Entire home/apt,3000.0,4,3,2021-12-29,0.03,1,362,0,
25975174,Cozy apartment 5min from SOFO,54235646,Ida,,Skarpnäcks,59.29797,18.09022,Entire home/apt,1019.0,1,48,2025-09-14,0.55,1,351,7,
26019253,All comforts - Östermalm - only one person,41184309,Josefine,,Östermalms,59.34123,18.07629,Entire home/apt,2700.0,14,15,2025-08-29,0.17,1,177,5,
26020679,"152 sqm, central Stockholm",28032270,Linda,,Östermalms,59.34268,18.08561,Entire home/apt,5400.0,3,0,,,1,179,0,
26035968,Nice house in great scenary,195669842,Sara,,Skarpnäcks,59.27837,18.11211,Entire home/apt,2210.0,4,27,2025-08-06,0.31,1,46,3,
26112977,Lovely apt in trendy Hornstull!,19542570,Johan,,Södermalms,59.31842,18.03625,Entire home/apt,2700.0,7,19,2025-07-09,0.22,1,40,3,
26130891,"Cozy room 2 beds, can book only 1 or 2 bed(s)",103800827,Weihong,,Hässelby-Vällingby,59.36963,17.89442,Private room,351.0,3,44,2025-09-01,0.5,3,233,5,
26131159,Bright & Airy 3 Bed Appt in best part of Södermalm,24573314,Tom,,Södermalms,59.31905,18.03693,Entire home/apt,2750.0,7,37,2025-08-14,0.42,1,8,5,
26294315,"Top floor, Old Town, Stockholm",16116329,Mats,,Södermalms,59.3253676,18.0697279,Private room,5000.0,1,0,,,1,269,0,
26321639,New built apartment in South of Stockholm,2681533,Ufuk,,Hägersten-Liljeholmens,59.30037,18.00018,Entire home/apt,850.0,7,17,2025-05-19,0.23,1,207,2,
26326230,Rymlig lägenhet nära Södermalm & Avicii arena.,195350568,Sara,,Skarpnäcks,59.294,18.09893,Entire home/apt,2800.0,2,16,2025-08-24,0.18,1,351,1,
26420745,2:a i Vasastan uthyres,198661830,Jack,,Norrmalms,59.34516388020091,18.0406138079056,Entire home/apt,905.0,1,0,,,1,306,0,
26443098,Centralt belägen rymlig etta/studio,32184703,Mattias,,Norrmalms,59.34704977837156,18.04375117033367,Entire home/apt,512.0,1,8,2025-09-21,1.85,1,95,8,
26524270,Room No2,21605494,Mimmi,,Skarpnäcks,59.28116,18.12917,Private room,270.0,1,9,2025-09-13,0.85,2,121,9,
26525725,Pent House apt with private 50 sqm rooftop terrace,10406866,Fredrik,,Skarpnäcks,59.29615,18.09779,Entire home/apt,3820.0,3,13,2025-09-01,0.15,1,354,3,
26737247,Deluxe Room (Kingsize bed),201043701,Leah,,Södermalms,59.31623,18.08507,Private room,898.0,1,27,2024-07-16,0.32,5,353,0,
26818298,Östermalm,176030249,Valerie,,Östermalms,59.344605527621766,18.088996434769783,Private room,845.0,3,7,2025-09-10,1.54,1,299,7,
26852165,Cozy charming apartment,144923005,Jason,,Södermalms,59.31939,18.06337,Entire home/apt,950.0,1,19,2023-11-10,0.62,2,356,0,
26896182,Old Town  Gamla Stan Stockholm,202328874,Oliver,,Södermalms,59.32462,18.07017,Entire home/apt,1537.0,2,187,2025-08-30,2.14,2,169,3,
26921828,Kungsholmen studioapartment,201593821,Susanna,,Kungsholmens,59.31851,17.99292,Entire home/apt,680.0,1,333,2025-08-01,3.8,1,3,19,
26939250,Deluxe room (Twin bed),201043701,Leah,,Södermalms,59.31647,18.08457,Private room,962.0,1,68,2025-03-23,0.85,5,347,5,
26940851,Superior Room (Skylight window),201043701,Leah,,Södermalms,59.31628,18.08279,Private room,1207.0,1,2,2022-12-23,0.05,5,301,0,
26941121,Superior Room (Skylight Window),201043701,Leah,,Södermalms,59.31459,18.0844,Private room,1078.0,1,11,2023-07-27,0.13,5,341,0,
27012627,By the Centralstation in Stockholm,94839932,Dolores,,Kungsholmens,59.33262,18.04756,Private room,802.0,3,106,2025-03-23,1.21,1,151,1,
27336492,"Welcome to Kungsholmen, close to the city!",14548212,Kristin,,Kungsholmens,59.32972,18.0263,Entire home/apt,1652.0,2,19,2025-07-21,0.22,1,31,4,
27501372,"Bredäng, Stockholm Lägenhet",207316290,Birkenesh,,Skärholmens,59.29935,17.93201,Private room,361.0,7,18,2024-09-02,0.21,1,362,0,
27569938,Stockholms mässan -International Trade Fairs,174499572,Peter Knox,,Älvsjö,59.27764,18.00218,Private room,998.0,2,5,2022-09-24,0.06,3,365,0,
27770490,Room in bright apartmemt in Stockholm City,183685765,Björn,,Östermalms,59.33973,18.09245,Private room,900.0,30,8,2020-01-03,0.1,1,88,0,
27784717,Södermalm Mariatorget,19716086,Torbjörn,,Södermalms,59.31451869477641,18.062296873729736,Entire home/apt,3883.0,3,71,2025-09-12,0.93,1,160,18,
27840211,A bedroom in the heart of Söder.,151799537,Mary Jane,,Södermalms,59.31611,18.0623,Shared room,1150.0,3,66,2025-09-01,0.77,1,228,6,
27845508,Long stay rental in the heart of Stockholm,116044429,Guven,,Norrmalms,59.34182,18.04786,Hotel room,303.0,1,44,2025-07-04,0.59,10,0,3,
27867827,Söder om söder,160306359,Pernilla,,Enskede-Årsta-Vantörs,59.26821,18.05467,Private room,700.0,2,19,2019-11-10,0.22,1,87,0,
27984452,"Feel like home, 2 room apartment",38449182,Fanny,,Bromma,59.33879,17.93155,Entire home/apt,805.0,2,14,2025-09-03,0.16,1,147,3,
28153244,4/4-Student/Int-ship-room 15 min to Stockholm City,8387566,Mats,,Hägersten-Liljeholmens,59.30492,17.97613,Private room,210.0,180,10,2024-08-14,0.14,4,90,0,
28263657,Liten lägenhet med ett sovrum och utsikt: Bliss,31783855,Residence,,Södermalms,59.32538,18.07422,Entire home/apt,2160.0,2,216,2025-09-15,2.51,8,283,37,
28281081,Snug SoFo studio in creative neighborhood,60382478,Elias,,Södermalms,59.31309128,18.07707977,Entire home/apt,686.0,3,263,2025-09-16,3.06,36,348,48,
28465626,Södermalm studio,214373337,Emmy,,Södermalms,59.31792,18.03428,Entire home/apt,1715.0,1,15,2020-05-22,0.2,1,4,0,
28707757,Unique house with amazing sea view - near city,21726271,Niclas,,Bromma,59.31537,17.95719,Entire home/apt,2356.0,4,57,2025-09-06,0.67,1,2,6,
29069237,"Cozy apt, idyllic neighbourhood and 3min to subway",219044728,Alexander,,Hägersten-Liljeholmens,59.29986,18.01318,Entire home/apt,931.0,2,22,2025-08-31,0.26,1,33,17,
29210103,Mysigt rum i stor lägenhet nära vattnet,62884716,Pernilla,,Södermalms,59.30819,18.10901,Private room,1520.0,1,1,2018-10-21,0.01,10,178,0,
29244757,Lägenhet i villa i Svedmyra Enskede Stockholm,82837836,Eva,,Farsta,59.27551,18.07335,Entire home/apt,767.0,1,246,2025-09-28,2.96,1,190,32,
29455286,Fluffy Dog+Lux Apt Very Central(ROOM ONE),1293314,Tommy,,Kungsholmens,59.3332,18.04706,Private room,597.0,2,454,2025-09-06,5.4,2,318,64,
29640569,Economy Room (No window),201043701,Leah,,Södermalms,59.31652,18.08297,Private room,717.0,1,32,2025-08-08,0.38,5,329,8,
29836182,"Private entrance, city stay by park",4556460,Eva And Per,,Östermalms,59.34282,18.07439,Private room,950.0,4,25,2025-07-18,0.3,2,60,4,
30110127,Junior 1 bedroom apartment in central Stockholm,2755002,Checkin,,Kungsholmens,59.33777,18.02895,Entire home/apt,737.0,1,10,2023-04-10,0.13,3,220,0,
30160855,Studio Apartment Medium,186220121,Mornington Longstay,,Bromma,59.34656,17.96541,Entire home/apt,650.0,28,11,2023-10-21,0.14,15,177,0,
30165763,Perfect location in trendy Södermalm,199715261,Jens,,Södermalms,59.30996,18.07116,Entire home/apt,3500.0,7,12,2020-02-23,0.15,1,56,0,
30177569,"Bright, charming apartment in 400 year old house",1027549,William,,Södermalms,59.32457,18.06853,Entire home/apt,2285.0,1,383,2025-09-15,4.63,22,339,57,
30251154,Cosy apartment on prime location in Old Town,22876006,Agnes,,Södermalms,59.32414,18.07178,Entire home/apt,2002.0,3,130,2025-09-14,1.61,43,32,59,
30251993,Newly renovated apartment in great location,22876006,Agnes,,Östermalms,59.34142,18.09053,Entire home/apt,1270.0,3,260,2025-09-22,3.18,43,59,49,
30392203,Delightful one-bedroom apartment - Glory1,31783855,Residence,,Södermalms,59.32549,18.07264,Entire home/apt,2970.0,2,12,2025-09-06,0.2,8,263,2,
30579247,# 2 Studiolägenhet (3 pers),8098890,Robin,,Kungsholmens,59.33281,18.02367,Entire home/apt,741.0,1,505,2025-09-16,6.13,19,322,79,
30586731,2 bedroom apartment close to metro,7948578,Amaniel,,Skarpnäcks,59.26566,18.13206,Entire home/apt,903.0,3,11,2025-08-23,0.13,2,336,10,
30625615,# 11 Studiolägenhet utan fönster (no window),8098890,Robin,,Kungsholmens,59.33256,18.02517,Entire home/apt,772.0,2,438,2025-09-18,5.32,19,318,76,
30685213,# 8 Studiolägenhet utan fönster (no window),8098890,Robin,,Kungsholmens,59.33266,18.02366,Entire home/apt,695.0,2,330,2025-09-10,4.0,19,340,61,
30687800,# 19 Studiolägenhet utan fönster (no window),8098890,Robin,,Kungsholmens,59.33439,18.02445,Entire home/apt,722.0,1,324,2025-09-18,3.95,19,344,55,
30688548,# 9 Studiolägenhet utan fönster(no window),8098890,Robin,,Kungsholmens,59.33412,18.02425,Entire home/apt,682.0,1,460,2025-09-07,5.59,19,294,90,
30701604,# 7 Studiolägenhet,8098890,Robin,,Kungsholmens,59.33438,18.0254,Entire home/apt,795.0,2,334,2025-09-18,4.06,19,338,60,
